525, 1, 1, img/five.png, 930, 650, none
523, 1, 1, img/five.png, 890, 765, occupied
513, 1, 1, img/five.png, 250, 900, none
518, 1, 1, img/five.png, 650, 1025, none
522, 1, 0, img/five.png, 850, 850, open
508, 1, 0, img/five.png, 125, 600, open
503, 2, 2, img/five.png, 100, 200, none
502, 2, 2, img/five.png, 100, 110, occupied
514, 2, 2, img/five.png, 270, 1025, none
507, 1, 0, img/five.png, 110, 530, open
526, 1, 0, img/five.png, 950, 590, open
521, 2, 1, img/five.png, 825, 950, partial
524, 1, 1, img/five.png, 900, 700, none
531, 1, 1, img/five.png, 900, 220, none
505, 2, 2, img/five.png, 100, 400, none
527, 2, 2, img/five.png, 990, 500, none
519, 1, 1, img/five.png, 725, 1025, none
515, 1, 0, img/five.png, 390, 1025, open
516, 1, 0, img/five.png, 465, 1025, open
506, 1, 0, img/five.png, 100, 470, open
529, 3, 3, img/five.png, 1000, 160, none
504, 1, 0, img/five.png, 100, 300, open
509, 1, 0, img/five.png, 155, 660, open
511, 1, 0, img/five.png, 205, 785, open
530, 3, 3, img/five.png, 900, 160, none
501, 3, 3, img/five.png, 200, 110, none
520, 2, 1, img/five.png, 825, 1025, partial
510, 1, 0, img/five.png, 180, 725, open
528, 1, 1, img/five.png, 1000, 190, none
512, 1, 0, img/five.png, 225, 850, open
257, 1, 1, img/two.png, 1940, 570, none
232, 2, 2, img/two.png, 1085, 400, occupied
271, 1, 1, img/two.png, 2150, 870, occupied
250, 3, 3, img/two.png, 1800, 100, none
256, 1, 0, img/two.png, 1820, 570, open
276, 1, 1, img/two.png, 2300, 1050, occupied
244, 1, 0, img/two.png, 1600, 400, open
262, 1, 0, img/two.png, 1915, 765, open
242, 1, 1, img/two.png, 1560, 400, occupied
238, 1, 0, img/two.png, 1310, 400, open
261, 1, 1, img/two.png, 1980, 685, none
254, 2, 2, img/two.png, 1820, 500, none
270, 1, 0, img/two.png, 2150, 1050, open
266, 2, 0, img/two.png, 2018, 1050, open
268, 1, 1, img/two.png, 2080, 1050, none
265, 2, 2, img/two.png, 2080, 820, occupied
234, 1, 1, img/two.png, 1175, 400, occupied
246, 1, 1, img/two.png, 1700, 400, occupied
243, 2, 2, img/two.png, 1560, 310, none
259, 1, 1, img/two.png, 1935, 635, none
274, 1, 1, img/two.png, 2280, 1050, occupied
252, 1, 1, img/two.png, 1800, 200, occupied
231, 1, 1, img/two.png, 1085, 310, none
253, 1, 1, img/two.png, 1890, 200, occupied
239, 3, 1, img/two.png, 1400, 310, partial
240, 1, 1, img/two.png, 1470, 400, occupied
264, 2, 0, img/two.png, 1945, 820, open
258, 1, 0, img/two.png, 1880, 635, open
241, 1, 1, img/two.png, 1470, 310, none
233, 1, 1, img/two.png, 1175, 310, occupied
237, 1, 1, img/two.png, 1310, 310, none
275, 2, 2, img/two.png, 2280, 920, none
235, 1, 1, img/two.png, 1200, 310, occupied
251, 3, 3, img/two.png, 1900, 100, none
260, 1, 1, img/two.png, 1900, 685, none
236, 1, 1, img/two.png, 1200, 400, none
263, 1, 1, img/two.png, 1990, 765, none
272, 1, 1, img/two.png, 2220, 1050, occupied
321, 2, 2, img/three.png, 825, 950, none
316, 1, 1, img/three.png, 465, 1025, occupied
314, 2, 2, img/three.png, 270, 1025, occupied
304, 1, 1, img/three.png, 100, 300, none
324, 1, 0, img/three.png, 900, 700, open
312, 1, 0, img/three.png, 225, 850, open
306, 1, 0, img/three.png, 100, 470, open
310, 1, 1, img/three.png, 180, 725, none
318, 1, 1, img/three.png, 650, 1025, none
325, 1, 1, img/three.png, 930, 650, none
309, 1, 0, img/three.png, 155, 660, open
315, 1, 1, img/three.png, 390, 1025, none
311, 1, 1, img/three.png, 205, 785, none
319, 1, 1, img/three.png, 725, 1025, none
326, 1, 1, img/three.png, 950, 590, none
302, 2, 2, img/three.png, 100, 110, occupied
308, 1, 1, img/three.png, 125, 600, none
327, 2, 1, img/three.png, 990, 500, partial
328, 1, 1, img/three.png, 1000, 190, occupied
303, 3, 0, img/three.png, 100, 200, open
307, 1, 1, img/three.png, 110, 530, none
329, 2, 0, img/three.png, 1000, 160, open
330, 3, 3, img/three.png, 900, 160, occupied
320, 2, 2, img/three.png, 825, 1025, occupied
322, 1, 0, img/three.png, 850, 850, open
305, 2, 0, img/three.png, 100, 400, open
323, 1, 0, img/three.png, 890, 765, open
301, 3, 2, img/three.png, 200, 110, partial
357, 1, 0, img/three.png, 1940, 570, open
340, 1, 0, img/three.png, 1470, 400, open
339, 3, 3, img/three.png, 1430, 230, none
374, 1, 0, img/three.png, 2280, 1050, open
352, 1, 1, img/three.png, 1800, 200, none
338, 1, 1, img/three.png, 1310, 400, none
346, 1, 1, img/three.png, 1700, 400, none
364, 2, 2, img/three.png, 1945, 820, occupied
354, 2, 2, img/three.png, 1820, 500, none
365, 2, 2, img/three.png, 2080, 820, none
333, 1, 1, img/three.png, 1175, 310, none
363, 1, 0, img/three.png, 1990, 765, open
361, 1, 1, img/three.png, 2000, 640, none
360, 1, 1, img/three.png, 1900, 685, none
362, 1, 1, img/three.png, 1915, 765, none
358, 1, 1, img/three.png, 1880, 635, none
350, 3, 2, img/three.png, 1800, 100, partial
334, 1, 0, img/three.png, 1175, 400, open
371, 1, 1, img/three.png, 2150, 870, none
331, 1, 1, img/three.png, 1085, 310, none
368, 1, 0, img/three.png, 2080, 1050, open
335, 1, 1, img/three.png, 1200, 310, none
341, 1, 1, img/three.png, 1470, 310, none
366, 2, 0, img/three.png, 2018, 1050, open
336, 1, 1, img/three.png, 1215, 400, none
359, 1, 1, img/three.png, 1935, 635, occupied
332, 2, 2, img/three.png, 1085, 400, occupied
344, 1, 1, img/three.png, 1600, 400, occupied
370, 1, 1, img/three.png, 2150, 1050, none
337, 1, 1, img/three.png, 1310, 310, occupied
342, 1, 1, img/three.png, 1560, 400, none
376, 1, 1, img/three.png, 2300, 1050, none
356, 1, 0, img/three.png, 1820, 570, open
353, 1, 1, img/three.png, 1890, 200, occupied
372, 1, 0, img/three.png, 2220, 1050, open
351, 3, 3, img/three.png, 1900, 100, none
375, 3, 2, img/three.png, 2280, 920, partial
411, 1, 1, img/four.png, 205, 785, occupied
424, 1, 0, img/four.png, 900, 700, open
426, 1, 0, img/four.png, 950, 590, open
407, 1, 1, img/four.png, 110, 530, occupied
416, 1, 1, img/four.png, 465, 1025, none
418, 1, 1, img/four.png, 650, 1025, none
401, 3, 3, img/four.png, 200, 110, none
429, 3, 3, img/four.png, 1000, 160, none
423, 1, 1, img/four.png, 890, 765, none
405, 2, 2, img/four.png, 100, 400, occupied
421, 2, 1, img/four.png, 825, 950, partial
420, 2, 2, img/four.png, 825, 1025, none
415, 1, 1, img/four.png, 390, 1025, none
410, 1, 1, img/four.png, 180, 725, occupied
413, 2, 1, img/four.png, 250, 900, partial
406, 1, 1, img/four.png, 100, 470, occupied
422, 1, 0, img/four.png, 850, 850, open
412, 1, 1, img/four.png, 225, 850, occupied
428, 1, 1, img/four.png, 1000, 190, occupied
403, 3, 2, img/four.png, 100, 200, partial
425, 1, 0, img/four.png, 930, 650, open
430, 3, 2, img/four.png, 900, 160, partial
419, 1, 1, img/four.png, 725, 1025, none
409, 1, 1, img/four.png, 155, 660, none
414, 2, 2, img/four.png, 270, 1025, none
427, 2, 1, img/four.png, 990, 500, partial
402, 2, 2, img/four.png, 100, 110, none
408, 1, 0, img/four.png, 125, 600, open
404, 1, 1, img/four.png, 100, 300, occupied
446, 1, 0, img/four.png, 1700, 400, open
431, 1, 1, img/four.png, 1085, 310, none
474, 1, 0, img/four.png, 2280, 1050, open
432, 2, 2, img/four.png, 1085, 400, none
453, 1, 1, img/four.png, 1890, 200, occupied
452, 1, 1, img/four.png, 1800, 200, none
437, 1, 1, img/four.png, 1310, 310, none
454, 2, 2, img/four.png, 1820, 500, none
444, 1, 0, img/four.png, 1600, 400, open
471, 1, 0, img/four.png, 2150, 870, open
466, 2, 0, img/four.png, 2018, 1050, open
456, 1, 0, img/four.png, 1820, 570, open
464, 2, 1, img/four.png, 1945, 820, partial
459, 1, 0, img/four.png, 1935, 635, open
451, 3, 3, img/four.png, 1900, 100, none
465, 2, 2, img/four.png, 2080, 820, none
442, 1, 1, img/four.png, 1560, 400, none
475, 3, 0, img/four.png, 2280, 920, open
461, 1, 1, img/four.png, 2000, 640, none
462, 1, 1, img/four.png, 1915, 765, none
436, 1, 1, img/four.png, 1200, 400, occupied
440, 1, 1, img/four.png, 1470, 400, none
441, 1, 1, img/four.png, 1470, 310, none
457, 1, 1, img/four.png, 1940, 570, none
460, 1, 1, img/four.png, 1900, 685, none
472, 1, 0, img/four.png, 2220, 1050, open
450, 3, 3, img/four.png, 1800, 100, none
438, 1, 1, img/four.png, 1310, 400, none
463, 1, 1, img/four.png, 1990, 765, none
443, 2, 2, img/four.png, 1560, 310, none
476, 1, 1, img/four.png, 2300, 1050, none
435, 1, 0, img/four.png, 1200, 310, open
434, 1, 0, img/four.png, 1175, 400, open
468, 1, 0, img/four.png, 2080, 1050, open
433, 1, 1, img/four.png, 1175, 310, occupied
458, 1, 1, img/four.png, 1880, 635, none
470, 1, 0, img/four.png, 2150, 1050, open
439, 3, 3, img/four.png, 1430, 230, none
537, 1, 0, img/five.png, 1310, 310, open
543, 2, 1, img/five.png, 1560, 310, partial
576, 1, 1, img/five.png, 2300, 1050, none
570, 1, 0, img/five.png, 2150, 1050, open
557, 1, 1, img/five.png, 1940, 570, occupied
558, 1, 1, img/five.png, 1880, 635, occupied
533, 1, 1, img/five.png, 1175, 310, none
556, 1, 0, img/five.png, 1820, 570, open
574, 1, 0, img/five.png, 2280, 1050, open
572, 1, 1, img/five.png, 2220, 1050, none
542, 1, 1, img/five.png, 1560, 400, none
536, 1, 1, img/five.png, 1200, 400, none
554, 2, 0, img/five.png, 1820, 500, open
535, 1, 0, img/five.png, 1200, 310, open
568, 1, 1, img/five.png, 2080, 1050, none
539, 3, 3, img/five.png, 1430, 230, none
532, 2, 1, img/five.png, 1085, 400, partial
563, 1, 1, img/five.png, 1990, 765, occupied
575, 3, 0, img/five.png, 2280, 920, open
544, 1, 0, img/five.png, 1600, 400, open
566, 2, 2, img/five.png, 2018, 1050, none
565, 2, 2, img/five.png, 2080, 820, none
534, 1, 0, img/five.png, 1175, 400, open
562, 1, 1, img/five.png, 1915, 765, none
561, 1, 0, img/five.png, 2000, 640, open
541, 1, 1, img/five.png, 1470, 310, none
551, 2, 2, img/five.png, 1900, 100, none
540, 1, 1, img/five.png, 1470, 400, occupied
538, 1, 1, img/five.png, 1310, 400, none
571, 1, 1, img/five.png, 2150, 870, none
546, 1, 0, img/five.png, 1700, 400, open
560, 1, 0, img/five.png, 1900, 685, open
550, 3, 1, img/five.png, 1800, 100, partial
559, 1, 1, img/five.png, 1935, 635, occupied
553, 1, 1, img/five.png, 1890, 200, none
552, 1, 1, img/five.png, 1800, 200, occupied
564, 2, 2, img/five.png, 1945, 820, none
211, 1, 1, img/two.png, 205, 785, none
201, 3, 3, img/two.png, 200, 110, none
209, 1, 1, img/two.png, 155, 660, none
226, 1, 1, img/two.png, 950, 590, occupied
213, 2, 2, img/two.png, 250, 900, none
202, 2, 1, img/two.png, 100, 110, partial
221, 2, 1, img/two.png, 825, 950, partial
207, 1, 0, img/two.png, 110, 530, open
210, 1, 1, img/two.png, 180, 725, occupied
216, 1, 0, img/two.png, 465, 1025, open
204, 1, 1, img/two.png, 100, 300, none
224, 1, 1, img/two.png, 900, 700, none
212, 1, 1, img/two.png, 225, 850, none
219, 1, 0, img/two.png, 725, 1025, open
203, 3, 2, img/two.png, 100, 200, partial
214, 2, 2, img/two.png, 270, 1025, none
215, 1, 1, img/two.png, 390, 1025, none
223, 1, 1, img/two.png, 890, 765, occupied
225, 1, 1, img/two.png, 930, 650, none
218, 1, 0, img/two.png, 650, 1025, open
227, 2, 2, img/two.png, 990, 500, none
222, 1, 0, img/two.png, 850, 850, open
205, 2, 2, img/two.png, 100, 400, none
220, 2, 2, img/two.png, 825, 1025, occupied
208, 1, 0, img/two.png, 125, 600, open
206, 1, 1, img/two.png, 100, 470, none
